Prix,Année,BoiteàV,Carburant,kilometrage,Marque,Model,NBporte,Origine,Première main,Puissance fiscale,Etat,équipements
330 000 DH,2018,Automatique,Diesel,85 000 - 89 999,Land Rover,Range Rover Evoque,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
144 000 DH,2019,Manuelle,Diesel,100 000 - 109 999,Hyundai,Accent,5,WW au Maroc,Oui,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
335 000 DH,2019,Automatique,Diesel,200 000 - 249 999,Audi,Q5,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
39 000 DH,2004,Manuelle,Essence,200 000 - 249 999,Renault,Megane,5,WW au Maroc,Non,8 CV,Très bon,"[""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""Jantes aluminium""]"
48 000 DH,2007,Manuelle,Diesel,50 000 - 54 999,Dacia,Logan,5,Dédouanée,Non,7 CV,Bon,[]
60 000 DH,2002,Manuelle,Essence,200 000 - 249 999,Toyota,Corolla,5,WW au Maroc,Non,7 CV,Bon,"[""Climatisation"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques""]"
162 000 DH,2022,Manuelle,Diesel,70 000 - 74 999,Renault,Clio,5,WW au Maroc,Oui,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
300 000 DH,2017,Automatique,Diesel,170 000 - 179 999,Maserati,Levante,5,WW au Maroc,Oui,11 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
72 000 DH,2006,Manuelle,Essence,150 000 - 159 999,Honda,City,5,WW au Maroc,Non,9 CV,Très bon,"[""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Airbags""]"
178 000 DH,2015,Automatique,Essence,20 000 - 24 999,Audi,A3,5,Dédouanée,Non,8 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
145 000 DH,2013,Automatique,Diesel,180 000 - 189 999,DS,DS5,5,WW au Maroc,Non,8 CV,Excellent,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
137 000 DH,2022,Manuelle,Diesel,55 000 - 59 999,Dacia,Logan,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
275 000 DH,2016,Automatique,Diesel,190 000 - 199 999,Land Rover,Range Rover Sport,5,WW au Maroc,Non,12 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
195 000 DH,2021,Manuelle,Diesel,120 000 - 129 999,Peugeot,Rifter,5,WW au Maroc,Non,6 CV,Excellent,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
340 000 DH,2019,Automatique,Diesel,140 000 - 149 999,Volkswagen,Tiguan,5,Dédouanée,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
85 000 DH,2008,Manuelle,Diesel,350 000 - 399 999,Peugeot,Boxer,3,WW au Maroc,Non,9 CV,Très bon,[]
54 000 DH,2005,Manuelle,Essence,200 000 - 249 999,Kia,Picanto,5,WW au Maroc,Non,6 CV,Bon,"[""Climatisation"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
21 000 DH,1997,Manuelle,Essence,10 000 - 14 999,Fiat,Uno,WW au Maroc,Non,5 CV,Excellent,CD/MP3/Bluetooth,"[""Climatisation"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Jantes aluminium"", ""Si\u00e8ges cuir""]"
106 500 DH,2007,Automatique,Essence,120 000 - 129 999,BMW,X3,5,WW au Maroc,Non,14 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
63 000 DH,2012,Manuelle,Diesel,5 000 - 9 999,Volkswagen,Golf 4,8 CV,Excellent,Verrouillage centralisé à distance,Vitres électriques,,[]
52 000 DH,2006,Manuelle,Diesel,250 000 - 299 999,Renault,Laguna,5,Non,7 CV,Très bon,,[]
320 000 DH,2020,Automatique,Diesel,130 000 - 139 999,Volvo,S90,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
33 000 DH,1999,Manuelle,Essence,160 000 - 169 999,Fiat,Bravo,Dédouanée,Non,9 CV,Très bon,ABS,"[""Climatisation"", ""CD/MP3/Bluetooth"", ""Airbags""]"
265 000 DH,2018,Automatique,Diesel,170 000 - 179 999,Land Rover,Range Rover Evoque,5,WW au Maroc,8 CV,Excellent,ABS,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
261 000 DH,2021,Automatique,Diesel,65 000 - 69 999,Peugeot,2008,5,WW au Maroc,Oui,6 CV,Neuf,[]
225 000 DH,2015,Automatique,Diesel,200 000 - 249 999,BMW,X5,5,WW au Maroc,Non,8 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
57 000 DH,2010,Manuelle,Essence,170 000 - 179 999,Ford,Fusion,7 CV,Bon,,,,[]
60 000 DH,2008,Manuelle,Essence,190 000 - 199 999,Volkswagen,Polo,5,WW au Maroc,Oui,7 CV,Très bon,[]
189 000 DH,2023,Manuelle,Diesel,55 000 - 59 999,Citroen,Berlingo,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
100 000 DH,2019,Manuelle,Diesel,300 000 - 349 999,Fiat,Doblo,5,WW au Maroc,Oui,6 CV,Bon,[]
420 000 DH,2020,Automatique,Diesel,95 000 - 99 999,Audi,A6,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
890 000 DH,2020,Automatique,Diesel,55 000 - 59 999,BMW,X7,WW au Maroc,12 CV,Excellent,ABS,Airbags,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Ordinateur de bord""]"
210 000 DH,2024,Manuelle,Diesel,5 000 - 9 999,Mitsubishi,L200,3,WW au Maroc,Oui,10 CV,Excellent,"[""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""Airbags""]"
170 000 DH,2018,Manuelle,Diesel,100 000 - 109 999,Dacia,Duster,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
69 000 DH,2010,Manuelle,Diesel,200 000 - 249 999,Peugeot,207,5,WW au Maroc,Non,6 CV,Très bon,"[""Climatisation"", ""Airbags""]"
55 000 DH,2006,Automatique,Diesel,250 000 - 299 999,Jeep,Grand Cherokee,5,WW au Maroc,Non,12 CV,Excellent,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
220 000 DH,2021,Manuelle,Diesel,120 000 - 129 999,Nissan,Qashqai,5,WW au Maroc,Oui,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Airbags"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Ordinateur de bord""]"
157 000 DH,2018,Manuelle,Diesel,160 000 - 169 999,Ford,Focus,5,WW au Maroc,Non,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Airbags"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Ordinateur de bord""]"
295 000 DH,2018,Automatique,Diesel,160 000 - 169 999,Volkswagen,Tiguan,5,Dédouanée,Non,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
122 000 DH,2019,Manuelle,Diesel,160 000 - 169 999,Dacia,Dokker,5,WW au Maroc,Non,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Airbags""]"
147 000 DH,2016,Automatique,Diesel,170 000 - 179 999,Ford,Fusion,5,WW au Maroc,8 CV,Excellent,ABS,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
129 000 DH,2014,Manuelle,Diesel,190 000 - 199 999,Seat,Leon,5,WW au Maroc,Non,6 CV,Excellent,[]
445 000 DH,2021,Automatique,Diesel,60 000 - 64 999,Volkswagen,Golf 8,5,Dédouanée,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
85 000 DH,2009,Manuelle,Diesel,25 000 - 29 999,Peugeot,308,5,WW au Maroc,Non,6 CV,Bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Climatisation"", ""Limiteur de vitesse"", ""Ordinateur de bord""]"
83 000 DH,2001,Manuelle,Diesel,200 000 - 249 999,Volkswagen,Golf 4,5,Dédouanée,Non,8 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Airbags""]"
271 000 DH,2021,Automatique,Diesel,80 000 - 84 999,Hyundai,Tucson,5,WW au Maroc,Non,7 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
113 000 DH,2016,Manuelle,Diesel,120 000 - 129 999,Renault,Clio,5,WW au Maroc,Oui,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
73 000 DH,2006,Manuelle,Diesel,250 000 - 299 999,Opel,Meriva,5,Dédouanée,Non,5 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
225 000 DH,2021,Manuelle,Diesel,75 000 - 79 999,Ford,Kuga,5,WW au Maroc,Oui,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
390 000 DH,2021,Automatique,Diesel,130 000 - 139 999,Volkswagen,Touareg,5,WW au Maroc,Oui,12 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
64 000 DH,2015,Manuelle,Diesel,250 000 - 299 999,Dacia,Sandero,5,WW au Maroc,Non,6 CV,Bon,"[""Verrouillage centralis\u00e9 \u00e0 distance"", ""Airbags""]"
225 000 DH,2021,Automatique,Hybride,50 000 - 54 999,Kia,Niro,5,WW au Maroc,Non,9 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
