Prix,Année,BoiteàV,Carburant,kilometrage,Marque,Model,NBporte,Origine,Première main,Puissance fiscale,Etat,équipements
77 000 DH,2010,Manuelle,Diesel,250 000 - 299 999,Nissan,Note,5,Dédouanée,Non,6 CV,Très bon,"[""Jantes aluminium"", ""Airbags"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS""]"
115 000 DH,2022,Automatique,Essence,95 000 - 99 999,Dacia,Logan,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
165 000 DH,2012,Automatique,Diesel,150 000 - 159 999,Audi,Q5,5,Non,10 CV,Très bon,ABS,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
98 000 DH,2008,Manuelle,Diesel,350 000 - 399 999,Volkswagen,Passat,5,WW au Maroc,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
255 000 DH,2020,Automatique,Diesel,50 000 - 54 999,Peugeot,508,5,WW au Maroc,8 CV,Excellent,,[]
56 000 DH,2004,Manuelle,Essence,200 000 - 249 999,Volkswagen,Polo,5,WW au Maroc,Non,7 CV,Excellent,"[""Ordinateur de bord"", ""Airbags"", ""CD/MP3/Bluetooth"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
195 000 DH,2016,Automatique,Diesel,65 000 - 69 999,Volkswagen,Passat CC,5,WW au Maroc,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
68 000 DH,2011,Manuelle,Essence,20 000 - 24 999,Hyundai,i10,5,WW au Maroc,Oui,6 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
105 000 DH,2010,Manuelle,Diesel,10 000 - 14 999,Audi,Q3,5,Dédouanée,Non,6 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
119 000 DH,2021,Manuelle,Diesel,130 000 - 139 999,Peugeot,301,5,WW au Maroc,Oui,6 CV,Très bon,[]
186 000 DH,2019,Automatique,Diesel,120 000 - 129 999,Volkswagen,Golf 7,5,WW au Maroc,Oui,8 CV,Neuf,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
53 000 DH,2007,Manuelle,Diesel,25 000 - 29 999,Kia,Cerato,5,WW au Maroc,Non,8 CV,Très bon,"[""Airbags"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""ABS"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
220 000 DH,2020,Automatique,Diesel,80 000 - 84 999,Peugeot,3008,8 CV,Excellent,,,,[]
143 000 DH,2021,Manuelle,Diesel,100 000 - 109 999,Peugeot,208,5,WW au Maroc,Non,6 CV,Très bon,[]
95 000 DH,2019,Manuelle,Diesel,140 000 - 149 999,Fiat,Doblo,5,WW au Maroc,6 CV,Excellent,,[]
117 000 DH,2018,Manuelle,Diesel,80 000 - 84 999,Fiat,Tipo,5,WW au Maroc,Oui,5 CV,Très bon,[]
139 000 DH,2022,Automatique,Essence,20 000 - 24 999,Dacia,Sandero,5,WW au Maroc,Oui,6 CV,Très bon,"[""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
142 000 DH,2017,Manuelle,Diesel,140 000 - 149 999,Renault,Megane,5,WW au Maroc,Oui,6 CV,Bon,[]
58 000 DH,2003,Manuelle,Diesel,250 000 - 299 999,Volkswagen,Passat,5,Dédouanée,Non,8 CV,Bon,"[""Jantes aluminium"", ""Airbags"", ""CD/MP3/Bluetooth"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
45 000 DH,2010,Manuelle,Essence,15 000 - 19 999,Suzuki,Celerio,5,6 CV,Très bon,,,[]
33 000 DH,2008,Manuelle,Essence,15 000 - 19 999,BYD,F3,5,WW au Maroc,Non,9 CV,Excellent,"[""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
140 000 DH,2012,Manuelle,Diesel,200 000 - 249 999,Audi,A4,5,WW au Maroc,Non,8 CV,Très bon,"[""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""ABS""]"
31 000 DH,1989,Manuelle,Diesel,20 000 - 24 999,Opel,Kadett,3,Dédouanée,Non,7 CV,Excellent,[]
250 000 DH,2017,Automatique,Diesel,130 000 - 139 999,Audi,A6,5,WW au Maroc,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
295 000 DH,2019,Automatique,Diesel,180 000 - 189 999,Volkswagen,Tiguan,WW au Maroc,Oui,8 CV,ABS,Airbags,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
170 000 DH,2014,Automatique,Diesel,250 000 - 299 999,BMW,Série 1,5,WW au Maroc,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
86 000 DH,2014,Manuelle,Essence,90 000 - 94 999,Fiat,500,5,WW au Maroc,Non,6 CV,Excellent,"[""Ordinateur de bord"", ""Airbags"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""ABS"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
250 000 DH,2020,Manuelle,Diesel,140 000 - 149 999,Renault,Trafic,5,Pas encore dédouanée,Non,8 CV,Très bon,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
233 000 DH,2022,Automatique,Hybride,55 000 - 59 999,Toyota,C-HR,5,WW au Maroc,Oui,10 CV,Neuf,[]
89 000 DH,2019,Manuelle,Essence,160 000 - 169 999,Renault,Clio,5,Non,6 CV,Très bon,,[]
65 000 DH,2012,Manuelle,Diesel,150 000 - 159 999,Dacia,Lodgy,5,WW au Maroc,Non,6 CV,Bon,[]
38 000 DH,2001,Manuelle,Essence,250 000 - 299 999,Skoda,Octavia,5,WW au Maroc,Non,8 CV,Très bon,"[""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
188 000 DH,2022,Automatique,Diesel,95 000 - 99 999,Dacia,Duster,5,WW au Maroc,Oui,5 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""Airbags"", ""Cam\u00e9ra de recul"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
129 000 DH,2021,Manuelle,Diesel,150 000 - 159 999,Citroen,C3,5,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
520 000 DH,2021,Automatique,Diesel,90 000 - 94 999,Land Rover,Range Rover Sport,12 CV,Excellent,,,,[]
148 000 DH,2021,Automatique,Diesel,120 000 - 129 999,Hyundai,Accent,5,WW au Maroc,Non,6 CV,Très bon,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
38 000 DH,1995,Manuelle,Essence,300 000 - 349 999,Renault,R19,5,Dédouanée,Non,8 CV,Bon,[]
114 000 DH,2018,Manuelle,Diesel,95 000 - 99 999,Renault,Clio,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
390 000 DH,2020,Automatique,Diesel,60 000 - 64 999,Mercedes-Benz,Classe GLA,5,WW au Maroc,Oui,8 CV,Excellent,[]
57 000 DH,2009,Manuelle,Diesel,0 - 4 999,Renault,Espace,8 CV,CD/MP3/Bluetooth,Climatisation,Jantes aluminium,Limiteur de vitesse,"[""Si\u00e8ges cuir"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""Toit ouvrant""]"
146 000 DH,2020,Automatique,Diesel,120 000 - 129 999,Hyundai,Accent,5,WW au Maroc,Oui,6 CV,Excellent,"[""Ordinateur de bord"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
215 000 DH,2019,Automatique,Diesel,180 000 - 189 999,Alfa Romeo,Stelvio,5,WW au Maroc,Oui,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
133 000 DH,2016,Manuelle,Diesel,190 000 - 199 999,Ford,Focus,5,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
205 000 DH,2024,Automatique,Essence,20 000 - 24 999,Seat,Ibiza,5,WW au Maroc,6 CV,Excellent,Airbags,"[""Ordinateur de bord"", ""Jantes aluminium"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
153 000 DH,2018,Automatique,Diesel,140 000 - 149 999,Jeep,Renegade,5,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
280 000 DH,2021,Automatique,Diesel,110 000 - 119 999,Peugeot,3008,5,WW au Maroc,Oui,8 CV,Excellent,[]
145 000 DH,2014,Manuelle,Diesel,200 000 - 249 999,Ford,Ranger,5,WW au Maroc,Non,9 CV,Très bon,[]
220 000 DH,2021,Automatique,Hybride,30 000 - 34 999,Toyota,Corolla,5,WW au Maroc,Oui,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
175 000 DH,2019,Automatique,Diesel,140 000 - 149 999,Volvo,V40,5,WW au Maroc,Non,8 CV,Neuf,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
173 000 DH,2023,Manuelle,Diesel,45 000 - 49 999,Hyundai,Accent,5,WW au Maroc,Oui,6 CV,Excellent,[]
172 000 DH,2017,Manuelle,Essence,55 000 - 59 999,Mini,Cooper,3,WW au Maroc,Oui,9 CV,Bon,"[""Vitres \u00e9lectriques""]"
140 000 DH,2009,Automatique,Diesel,180 000 - 189 999,BMW,X6,5,WW au Maroc,Oui,Plus de 41 CV,Très bon,"[""Jantes aluminium""]"
320 000 DH,2015,Automatique,Essence,140 000 - 149 999,Porsche,Cayenne,5,WW au Maroc,Oui,21 CV,Neuf,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
80 000 DH,2011,Automatique,Essence,70 000 - 74 999,Ford,Mondeo,5,WW au Maroc,Non,11 CV,Excellent,"[""Jantes aluminium"", ""Airbags"", ""Climatisation""]"
138 000 DH,2020,Manuelle,Diesel,40 000 - 44 999,Renault,Clio,5,WW au Maroc,Oui,6 CV,Excellent,"[""Ordinateur de bord"", ""Jantes aluminium"", ""Airbags"", ""Cam\u00e9ra de recul"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
57 000 DH,2001,Manuelle,Diesel,200 000 - 249 999,Mitsubishi,L200,5,WW au Maroc,Oui,9 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
770 000 DH,2019,Automatique,Diesel,120 000 - 129 999,Audi,Q8,5,Importée neuve,Non,12 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
157 000 DH,2019,Manuelle,Diesel,0 - 4 999,Peugeot,Tepee,5,Pas encore dédouanée,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
279 000 DH,2016,Automatique,Diesel,200 000 - 249 999,Audi,Q5,5,Dédouanée,8 CV,Excellent,ABS,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
68 000 DH,2006,Manuelle,Essence,150 000 - 159 999,Honda,Jazz,5,WW au Maroc,Oui,8 CV,Très bon,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
190 000 DH,2015,Automatique,Diesel,180 000 - 189 999,Audi,A4,8 CV,Excellent,ABS,Airbags,CD/MP3/Bluetooth,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Ordinateur de bord"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
60 000 DH,2013,Manuelle,Essence,160 000 - 169 999,Peugeot,301,WW au Maroc,6 CV,Bon,Verrouillage centralisé à distance,Vitres électriques,[]
42 000 DH,2004,Manuelle,Diesel,140 000 - 149 999,Peugeot,Partner,3,WW au Maroc,6 CV,Très bon,CD/MP3/Bluetooth,"[""Limiteur de vitesse"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
132 000 DH,2016,Automatique,Diesel,110 000 - 119 999,Peugeot,308,6 CV,,,,,[]
220 000 DH,2021,Automatique,Diesel,130 000 - 139 999,Ford,Focus,5,Dédouanée,Non,6 CV,Très bon,"[""Ordinateur de bord"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""Radar de recul"", ""Vitres \u00e9lectriques""]"
145 000 DH,2010,Manuelle,Diesel,200 000 - 249 999,Mercedes-Benz,220,5,Dédouanée,Non,9 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
35 000 DH,1998,Manuelle,Essence,Plus de 500 000,Autres,Autres,5,Importée neuve,Non,9 CV,Excellent,"[""Vitres \u00e9lectriques""]"
65 000 DH,2005,Manuelle,Diesel,250 000 - 299 999,Renault,Kangoo,5,Dédouanée,Oui,6 CV,Bon,[]
28 000 DH,1996,Manuelle,Essence,160 000 - 169 999,Fiat,Uno,6 CV,Bon,,,,[]
480 000 DH,2022,Automatique,Diesel,75 000 - 79 999,Mercedes-Benz,Classe CLA,5,WW au Maroc,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
52 000 DH,2002,Manuelle,Diesel,190 000 - 199 999,Renault,Megane,5,WW au Maroc,Non,7 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Climatisation"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
165 000 DH,2016,Automatique,Diesel,200 000 - 249 999,Volvo,XC60,5,WW au Maroc,Non,8 CV,Très bon,"[""Ordinateur de bord"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
58 000 DH,2003,Manuelle,Diesel,250 000 - 299 999,Volkswagen,Passat,5,Dédouanée,Non,8 CV,Bon,"[""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Airbags"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
60 000 DH,2008,Manuelle,Essence,200 000 - 249 999,Volkswagen,Polo,Non,7 CV,Très bon,,,[]
138 000 DH,2022,Manuelle,Diesel,100 000 - 109 999,Dacia,Sandero,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
480 000 DH,2020,Automatique,Diesel,75 000 - 79 999,BMW,X5,5,WW au Maroc,Oui,8 CV,Neuf,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
153 000 DH,2021,Manuelle,Diesel,130 000 - 139 999,Dacia,Dokker,5,WW au Maroc,Non,6 CV,Très bon,[]
250 000 DH,2018,Automatique,Diesel,60 000 - 64 999,Volkswagen,Touareg,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Airbags"", ""Cam\u00e9ra de recul"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Vitres \u00e9lectriques""]"
249 000 DH,2021,Automatique,Diesel,190 000 - 199 999,Hyundai,Tucson,5,WW au Maroc,6 CV,Excellent,,[]
220 000 DH,2018,Manuelle,Diesel,80 000 - 84 999,Toyota,Hilux,WW au Maroc,Oui,Plus de 41 CV,Excellent,,[]
78 000 DH,2011,Manuelle,Diesel,190 000 - 199 999,Peugeot,206,3,WW au Maroc,Non,6 CV,Bon,[]
80 000 DH,2022,Manuelle,Diesel,85 000 - 89 999,Renault,Modus,5,Dédouanée,Non,6 CV,Excellent,"[""Airbags"", ""Climatisation"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
80 000 DH,2011,Automatique,Diesel,250 000 - 299 999,Kia,Sorento,5,WW au Maroc,10 CV,Très bon,,[]
122 000 DH,2010,Automatique,Diesel,250 000 - 299 999,Audi,Q5,5,WW au Maroc,Non,12 CV,Excellent,[]
150 000 DH,2021,Manuelle,Diesel,65 000 - 69 999,Peugeot,208,5,WW au Maroc,Non,6 CV,Très bon,"[""Jantes aluminium"", ""Airbags"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Vitres \u00e9lectriques""]"
107 000 DH,2005,Manuelle,Diesel,300 000 - 349 999,Mercedes-Benz,Classe C,5,Dédouanée,Oui,9 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
