Prix,BoiteàV,Carburant,kilometrage,NBporte,Origine,Première main,Puissance fiscale,Etat,Age,Limiteur de vitesse,Jantes aluminium,CD/MP3/Bluetooth,Climatisation,Vitres électriques,Verrouillage centralisé à distance,Airbags,Caméra de recul,Système de navigation/GPS,Radar de recul,ESP,ABS,Ordinateur de bord,Régulateur de vitesse,Sièges cuir,Toit ouvrant,Marque_freq,Modèle_freq
217.0,1,0,0.39551158113506624,5,1.0,0,0.7925366864848372,2.0,0.11895738015996983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07283901439708644,0.014055653559437773
155.0,1,0,0.8910952038262491,5,3.0,0,-0.743596211215475,2.0,0.25551547263172675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042451488078301944,0.007454617879701815
123.0,0,0,-0.347863852901708,5,2.0,0,-0.23155191198203764,3.0,-0.017600712311787052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008535821999658567,0.0005690547999772378
140.0,0,0,-1.4629270039568694,5,1.0,1,-0.743596211215475,3.0,-0.8369492671423284,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0.1093723325556251,0.00722699595971092
150.0,0,0,-0.9053954284292887,5,3.0,0,-0.743596211215475,3.0,-0.5638330821988146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04552438399817903,0.0005690547999772378
157.0,0,0,-0.7195515699200951,5,1.0,1,-0.743596211215475,2.0,-0.9735073596140853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1093723325556251,0.00722699595971092
78.0,0,0,-1.1531872397748801,5,1.0,0,0.7925366864848372,2.0,0.9383059349905112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025322938598987082,0.0011381095999544756
120.0,0,0,0.14771976978947482,5,1.0,1,-0.743596211215475,2.0,-0.2907168972553008,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0.02151027143913959,0.0027883685198884654
165.0,1,0,0.2716156754622705,5,1.0,1,-0.743596211215475,3.0,-0.4272749897270577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.018152848119273885,0.005918169919763273
64.0,0,1,0.8910952038262491,5,1.0,0,1.8166252849517122,2.0,0.8017478425187543,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0.01024298639959028,0.0022193137199112275
128.0,0,1,-0.7195515699200951,5,1.0,1,-0.743596211215475,2.0,-0.9735073596140853,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.057076196437716956,0.0019347863199226086
330.0,1,0,-0.6576036170836972,5,1.0,1,0.7925366864848372,2.0,-0.7003911746705714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07283901439708644,0.0011381095999544756
172.0,1,0,3.3690133172821635,5,1.0,1,0.2804923872513998,2.0,0.25551547263172675,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0.11938769703522449,0.02646104819894156
42.0,0,0,1.5105747321902276,5,3.0,0,0.7925366864848372,1.0,2.5770030446515935,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0.07283901439708644,0.014055653559437773
110.0,0,0,0.8910952038262491,5,1.0,0,-0.743596211215475,2.0,0.5286316575752404,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0.04552438399817903,0.011267285039549308
128.0,0,0,1.5105747321902276,5,3.0,1,0.2804923872513998,1.0,0.6651897500469974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.11938769703522449,0.006373413759745063
170.0,1,0,0.2716156754622705,5,1.0,0,2.3286695841851497,2.0,0.11895738015996983,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.018152848119273885,0.003698856199852046
138.0,0,0,-0.6576036170836972,3,1.0,1,-0.743596211215475,3.0,-0.7003911746705714,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0.04552438399817903,0.010470608319581175
135.0,1,0,0.2716156754622705,5,1.0,0,0.2804923872513998,2.0,0.25551547263172675,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0.011551812439537927,0.00011381095999544757
198.0,0,0,1.5105747321902276,5,1.0,1,1.8166252849517122,3.0,0.11895738015996983,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.07283901439708644,0.0013657315199453706
280.0,0,0,-0.347863852901708,5,1.0,1,0.2804923872513998,3.0,-0.8369492671423284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.042451488078301944,0.004495532919820178
75.0,0,0,0.8910952038262491,5,1.0,0,0.2804923872513998,2.0,1.4845383048775387,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0.11938769703522449,0.008194389119672225
450.0,1,0,-0.10007204155611658,5,3.0,1,2.3286695841851497,3.0,-0.4272749897270577,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0.07283901439708644,0.0010242986399590281
420.0,1,0,0.023823864116679114,5,1.0,0,0.2804923872513998,3.0,-0.8369492671423284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025322938598987082,0.008535821999658567
175.9,0,0,-0.9053954284292887,5,1.0,0,-0.743596211215475,1.0,-0.8369492671423284,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0.1093723325556251,0.01849428099926023
145.0,0,0,-0.22396794722891228,5,1.0,0,-0.743596211215475,2.0,-0.9735073596140853,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.08655323507653787,0.02088431115916463
68.0,0,0,2.130054260554206,5,3.0,0,0.2804923872513998,2.0,1.074864027462268,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0.08000910487679963,0.0026745575598930175
229.0,1,0,-0.347863852901708,5,1.0,1,-0.743596211215475,2.0,-0.8369492671423284,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0.0279974961588801,0.0006828657599726853
65.0,0,0,0.14771976978947482,5,1.0,1,-0.743596211215475,3.0,0.11895738015996983,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0.08655323507653787,0.02088431115916463
160.0,0,0,0.14771976978947482,5,1.0,1,-0.743596211215475,3.0,-0.017600712311787052,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.11938769703522449,0.007283901439708644
147.0,0,0,-0.7814995227564929,5,1.0,1,-0.743596211215475,3.0,-0.7003911746705714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03448472087862061,0.0071131849997154726
53.0,0,0,0.39551158113506624,5,3.0,0,-0.23155191198203764,1.0,1.074864027462268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03448472087862061,0.0071131849997154726
185.0,1,0,-0.10007204155611658,5,1.0,1,-0.743596211215475,1.0,-0.9735073596140853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02930632219882775,0.004381721959824731
66.0,1,0,0.8910952038262491,5,1.0,0,1.3045809857182746,2.0,1.074864027462268,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0.11938769703522449,0.013884937119444602
120.0,0,1,0.14771976978947482,5,1.0,1,-0.743596211215475,2.0,-0.5638330821988146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.014681613839412735,0.0005690547999772378
95.0,0,0,0.023823864116679114,5,1.0,0,0.2804923872513998,3.0,0.11895738015996983,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0.0032436123598702554,0.0005690547999772378
138.0,0,0,-1.4629270039568694,5,1.0,0,-0.743596211215475,3.0,-0.5638330821988146,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0.03448472087862061,0.009275593239628977
43.0,0,0,1.5105747321902276,5,1.0,0,-0.23155191198203764,1.0,3.123235414538621,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.1093723325556251,0.00011381095999544757
180.0,1,0,-0.8434474755928908,5,1.0,0,-0.743596211215475,3.0,-0.7003911746705714,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.03448472087862061,0.006601035679735958
119.0,0,0,0.6433033924806576,5,3.0,0,0.7925366864848372,2.0,0.5286316575752404,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.0279974961588801,0.0027314630398907413
298.0,1,0,-0.6576036170836972,5,1.0,1,0.2804923872513998,1.0,-0.5638330821988146,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0.11938769703522449,0.02646104819894156
129.0,0,0,0.6433033924806576,5,1.0,1,-0.743596211215475,2.0,-0.15415880478354393,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0.08000910487679963,0.006088886359756444
120.0,0,0,-1.0912392869384822,5,1.0,1,-0.743596211215475,2.0,-0.9735073596140853,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0017640698799294373,0.00034143287998634266
88.0,0,1,0.39551158113506624,5,1.0,0,-0.743596211215475,3.0,0.11895738015996983,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.11938769703522449,0.009844648039606213
275.0,1,0,-0.5956556642472994,5,1.0,1,0.2804923872513998,3.0,-0.8369492671423284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0279974961588801,0.007170090479713197
220.0,1,0,0.023823864116679114,5,1.0,1,0.2804923872513998,2.0,-0.15415880478354393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042451488078301944,0.004495532919820178
140.0,1,0,0.519407486807862,5,1.0,1,0.2804923872513998,3.0,0.25551547263172675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.011551812439537927,0.006088886359756444
70.0,0,0,0.7671992981534533,5,1.0,0,-0.743596211215475,1.0,0.3920735651034836,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.08655323507653787,0.02646104819894156
143.0,0,0,0.023823864116679114,5,1.0,0,-0.743596211215475,3.0,-0.5638330821988146,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0.08655323507653787,0.02185170431912593
245.0,1,0,0.7671992981534533,5,1.0,0,1.8166252849517122,2.0,-0.017600712311787052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07283901439708644,0.0050076822397996925
277.0,1,0,-0.7814995227564929,5,1.0,1,-0.743596211215475,2.0,-1.1100654520858422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.057076196437716956,0.0024469356399021225
113.0,0,0,-0.5956556642472994,5,1.0,0,-0.743596211215475,3.0,-0.017600712311787052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1093723325556251,0.03892334831844307
65.0,0,0,1.5105747321902276,5,1.0,0,0.7925366864848372,1.0,0.9383059349905112,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0.057076196437716956,0.00796676719968133
230.0,0,0,-0.6576036170836972,5,1.0,0,0.2804923872513998,3.0,-0.4272749897270577,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.11938769703522449,0.006373413759745063
158.0,0,0,-1.4629270039568694,5,1.0,1,-0.743596211215475,3.0,-1.1100654520858422,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0.08655323507653787,0.02646104819894156
139.0,1,1,-1.3390310982840736,5,1.0,1,-0.743596211215475,2.0,-0.9735073596140853,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0.08655323507653787,0.02088431115916463
118.0,0,0,0.519407486807862,5,1.0,1,-0.743596211215475,2.0,-0.2907168972553008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1093723325556251,0.03892334831844307
328.0,1,0,-0.6576036170836972,5,1.0,1,-0.743596211215475,3.0,-1.1100654520858422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.057076196437716956,0.014852330279405907
35.0,0,1,-1.215135192611278,3,1.0,0,0.7925366864848372,1.0,1.8942125822928093,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0.008535821999658567,0.0005690547999772378
230.0,1,0,0.8910952038262491,5,1.0,1,2.3286695841851497,3.0,0.11895738015996983,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.025322938598987082,0.008649632959654015
220.0,1,0,0.14771976978947482,5,1.0,1,0.2804923872513998,3.0,-0.15415880478354393,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0.042451488078301944,0.0034712342798611504
188.0,1,0,-0.4098118057381058,5,1.0,1,-0.743596211215475,3.0,-0.9735073596140853,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.08655323507653787,0.02185170431912593
73.0,0,0,0.6433033924806576,5,3.0,0,0.7925366864848372,2.0,1.3479802124057818,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0.1093723325556251,0.0005690547999772378
125.0,0,0,-0.4098118057381058,5,1.0,1,-0.743596211215475,3.0,-0.9735073596140853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08655323507653787,0.02088431115916463
58.0,0,1,0.7671992981534533,5,1.0,0,0.7925366864848372,3.0,0.8017478425187543,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0.04552438399817903,0.011267285039549308
143.0,0,0,-0.6576036170836972,5,1.0,1,-0.743596211215475,3.0,-0.8369492671423284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.1093723325556251,0.00722699595971092
165.0,0,0,-0.347863852901708,5,1.0,0,-0.743596211215475,2.0,-0.7003911746705714,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0.08655323507653787,0.02185170431912593
169.0,0,0,0.8910952038262491,5,1.0,1,0.2804923872513998,3.0,0.25551547263172675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042451488078301944,0.010015364479599385
192.998,1,0,-0.10007204155611658,5,1.0,1,-0.743596211215475,2.0,-0.8369492671423284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.08655323507653787,0.02185170431912593
168.0,1,0,-0.10007204155611658,5,1.0,1,-0.743596211215475,1.0,-0.7003911746705714,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0.08655323507653787,0.02185170431912593
390.0,1,2,-1.0912392869384822,5,1.0,1,3.3527581826520243,3.0,-0.9735073596140853,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0006259602799749616,0.00022762191999089513
225.0,1,0,-1.0292913341020844,5,1.0,1,-0.743596211215475,2.0,-0.7003911746705714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08000910487679963,0.006088886359756444
189.0,1,2,-0.9053954284292887,5,1.0,1,0.7925366864848372,3.0,-0.8369492671423284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.027143913958914242,0.00978774255960849
115.0,0,0,-1.586822909629665,5,1.0,0,-0.743596211215475,3.0,-0.4272749897270577,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0.02151027143913959,0.0027883685198884654
112.0,0,0,0.2716156754622705,5,1.0,0,-0.743596211215475,2.0,-0.5638330821988146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08655323507653787,0.02088431115916463
198.0,0,0,-0.9053954284292887,5,1.0,1,0.2804923872513998,3.0,-0.7003911746705714,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0.014681613839412735,0.00887725487964491
117.0,0,0,-0.7814995227564929,5,1.0,0,-0.743596211215475,2.0,-0.5638330821988146,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0.1093723325556251,0.03892334831844307
167.0,1,0,-0.22396794722891228,5,1.0,0,-0.743596211215475,3.0,-0.5638330821988146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.008535821999658567,0.00466624935981335
800.0,1,0,-0.7195515699200951,5,1.0,1,2.3286695841851497,3.0,-0.9735073596140853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042451488078301944,0.0017071643999317133
125.0,0,0,-0.4098118057381058,5,1.0,0,-0.743596211215475,2.0,-0.5638330821988146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.08655323507653787,0.02088431115916463
160.0,1,0,0.023823864116679114,5,1.0,0,0.2804923872513998,2.0,0.11895738015996983,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0.03602116883855915,0.00256074659989757
118.0,0,0,0.519407486807862,5,1.0,1,-0.743596211215475,2.0,-0.2907168972553008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1093723325556251,0.03892334831844307
154.0,0,0,0.6433033924806576,5,1.0,0,-0.743596211215475,2.0,-0.2907168972553008,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0.04552438399817903,0.011267285039549308
124.0,0,0,-0.7195515699200951,5,1.0,1,-0.743596211215475,3.0,-0.9735073596140853,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0.08655323507653787,0.02088431115916463
215.0,0,0,0.023823864116679114,5,1.0,0,-0.743596211215475,2.0,-0.8369492671423284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.02151027143913959,0.011267285039549308
320.0,1,0,0.8910952038262491,5,2.0,1,0.2804923872513998,2.0,-0.15415880478354393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.11938769703522449,0.02646104819894156
119.0,0,0,0.8910952038262491,5,1.0,0,0.2804923872513998,2.0,0.3920735651034836,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0.057076196437716956,0.003869572639845217
425.0,1,0,-0.4098118057381058,5,3.0,1,0.2804923872513998,3.0,-0.8369492671423284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.11938769703522449,0.02646104819894156
355.0,1,0,0.14771976978947482,5,1.0,1,5.400935379585774,3.0,-0.2907168972553008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.025322938598987082,0.00210550275991578
145.0,1,1,-1.215135192611278,3,1.0,1,-0.23155191198203764,3.0,-1.1100654520858422,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0.047629886758094805,0.014055653559437773
208.0,0,0,-0.9673433812656865,5,1.0,1,-0.743596211215475,3.0,-0.9735073596140853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017014738519319412,0.003129801399874808
215.0,0,0,-0.9673433812656865,5,1.0,1,-0.743596211215475,3.0,-0.9735073596140853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017014738519319412,0.003129801399874808
125.0,0,0,0.7671992981534533,5,1.0,1,-0.743596211215475,3.0,-0.017600712311787052,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0.08655323507653787,0.02185170431912593
59.0,0,0,0.8910952038262491,5,1.0,0,-0.743596211215475,1.0,1.3479802124057818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08000910487679963,0.006828657599726853
135.0,1,1,-0.9673433812656865,3,1.0,1,0.7925366864848372,3.0,-0.8369492671423284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0010242986399590281,0.00011381095999544757
43.0,0,0,0.8910952038262491,5,1.0,1,-0.743596211215475,2.0,1.6210963973492956,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0.047629886758094805,0.004438627439822455
380.0,1,1,-1.215135192611278,3,2.0,1,2.3286695841851497,3.0,-0.8369492671423284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.04552438399817903,0.0009673931599613043
128.0,0,0,-0.4098118057381058,5,1.0,1,-0.743596211215475,1.0,-0.9735073596140853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08655323507653787,0.0030159904398793604
179.0,0,0,-0.4098118057381058,5,1.0,1,-0.743596211215475,1.0,-1.246623544557599,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0.08655323507653787,0.02646104819894156
39.0,0,0,-0.4098118057381058,5,1.0,0,0.2804923872513998,2.0,2.3038868597080797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11938769703522449,0.00011381095999544757
210.0,0,0,-0.7814995227564929,5,1.0,1,-0.743596211215475,3.0,-0.8369492671423284,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.08000910487679963,0.006088886359756444
260.0,1,0,-0.347863852901708,5,1.0,0,0.2804923872513998,3.0,-0.4272749897270577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00256074659989757,0.0011381095999544756
285.0,1,0,0.39551158113506624,5,1.0,0,0.2804923872513998,3.0,-0.4272749897270577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03602116883855915,0.009275593239628977
205.0,1,2,-0.5956556642472994,5,1.0,1,1.3045809857182746,3.0,-0.8369492671423284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027143913958914242,0.00978774255960849
110.0,0,0,-0.22396794722891228,5,1.0,0,-1.2556405104489126,3.0,-0.4272749897270577,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0.027143913958914242,0.0043248164798270075
230.0,0,0,-0.7814995227564929,5,1.0,1,-0.743596211215475,3.0,-0.9735073596140853,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03448472087862061,0.0025038411198998463
70.0,0,1,0.8910952038262491,5,1.0,0,1.3045809857182746,2.0,0.8017478425187543,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0.01024298639959028,0.0017640698799294373
109.0,0,0,0.8910952038262491,5,1.0,1,-0.743596211215475,2.0,-0.2907168972553008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.08655323507653787,0.014112559039435498
208.0,1,0,0.023823864116679114,5,1.0,0,0.2804923872513998,3.0,-0.15415880478354393,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.025322938598987082,0.008535821999658567
143.0,0,0,-0.4717597585745037,5,1.0,1,-0.743596211215475,3.0,-0.8369492671423284,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.1093723325556251,0.03892334831844307
73.0,1,0,-1.3390310982840736,5,1.0,1,-0.743596211215475,3.0,0.8017478425187543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08000910487679963,0.0026745575598930175
210.0,1,0,-1.4629270039568694,5,3.0,0,0.2804923872513998,2.0,-0.017600712311787052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.025322938598987082,0.008535821999658567
55.0,0,1,0.023823864116679114,5,1.0,0,0.2804923872513998,2.0,1.211422119934025,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0.08655323507653787,0.02646104819894156
65.0,0,1,0.6433033924806576,5,2.0,0,1.8166252849517122,2.0,1.074864027462268,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0.03602116883855915,0.0047800603198087975
106.0,0,0,-1.4009790511204714,5,1.0,0,-0.743596211215475,2.0,-0.5638330821988146,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0.08655323507653787,0.02646104819894156
210.0,1,0,0.8910952038262491,5,1.0,0,-0.743596211215475,1.0,-0.2907168972553008,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0.07283901439708644,0.0050076822397996925
132.0,0,0,-1.4629270039568694,5,3.0,0,-0.743596211215475,3.0,-0.9735073596140853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08655323507653787,0.02088431115916463
70.0,0,0,0.8910952038262491,5,1.0,0,0.2804923872513998,1.0,1.074864027462268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11938769703522449,0.008194389119672225
232.0,1,0,-0.6576036170836972,5,1.0,1,0.7925366864848372,2.0,-0.8369492671423284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018152848119273885,0.002902179479883913
193.0,1,0,0.14771976978947482,5,1.0,0,0.2804923872513998,3.0,-0.4272749897270577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.014681613839412735,0.00887725487964491
30.0,0,1,0.6433033924806576,5,1.0,0,-0.743596211215475,2.0,2.1673287672363233,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0.047629886758094805,0.004438627439822455
229.0,1,0,0.6433033924806576,5,1.0,1,0.2804923872513998,2.0,-0.4272749897270577,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0.014681613839412735,0.00210550275991578
190.0,1,0,0.519407486807862,5,1.0,1,0.2804923872513998,3.0,-0.7003911746705714,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.11938769703522449,0.004609343879815626
153.0,0,0,-0.7814995227564929,5,1.0,0,-0.743596211215475,3.0,-0.9735073596140853,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0.1093723325556251,0.00722699595971092
168.0,1,0,0.14771976978947482,5,1.0,1,-0.743596211215475,3.0,-0.5638330821988146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1093723325556251,0.01849428099926023
245.0,1,0,0.519407486807862,5,1.0,0,0.7925366864848372,3.0,-0.017600712311787052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.03602116883855915,0.004609343879815626
285.0,1,0,0.6433033924806576,5,1.0,0,0.2804923872513998,3.0,-0.2907168972553008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03602116883855915,0.009275593239628977
208.0,0,0,-0.9673433812656865,5,1.0,1,-0.743596211215475,3.0,-0.9735073596140853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017014738519319412,0.003129801399874808
69.0,0,0,0.39551158113506624,3,1.0,0,-0.743596211215475,2.0,0.6651897500469974,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0.008535821999658567,0.0005690547999772378
98.0,0,0,0.023823864116679114,5,1.0,0,-0.23155191198203764,2.0,-0.2907168972553008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1093723325556251,0.03892334831844307
143.0,0,0,-0.7814995227564929,3,1.0,0,-0.743596211215475,1.0,-1.1100654520858422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03448472087862061,0.0035850452398565984
194.0,0,0,-1.4629270039568694,5,1.0,1,-0.743596211215475,2.0,-0.9735073596140853,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0.008535821999658567,0.00466624935981335
262.0,0,0,-0.22396794722891228,5,3.0,1,0.2804923872513998,3.0,-0.2907168972553008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.11938769703522449,0.02646104819894156
172.0,0,0,0.519407486807862,5,1.0,0,0.2804923872513998,2.0,-0.4272749897270577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014681613839412735,0.00887725487964491
120.0,0,0,-0.10007204155611658,5,1.0,0,-0.743596211215475,1.0,-0.5638330821988146,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0.08000910487679963,0.019689296079212427
45.0,0,0,2.7495337889181846,5,2.0,0,0.2804923872513998,3.0,1.3479802124057818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11938769703522449,0.009844648039606213
53.0,0,0,0.7671992981534533,5,1.0,0,1.3045809857182746,3.0,0.8017478425187543,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0.0279974961588801,0.0027314630398907413
205.0,1,0,-0.10007204155611658,5,1.0,1,0.2804923872513998,2.0,-0.4272749897270577,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0.11938769703522449,0.02646104819894156
120.0,0,0,0.2716156754622705,5,1.0,0,-0.23155191198203764,2.0,-0.2907168972553008,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0.03448472087862061,0.006601035679735958
168.0,1,0,0.14771976978947482,5,1.0,1,-0.743596211215475,3.0,-0.5638330821988146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1093723325556251,0.01849428099926023
